LANE_ID,LOAD_DST,LOAD_DST_TYPE,DISPATCH_SEQ,CUBE,SHIPMENTS,PU_DATE
SLN-OMA,MCI,B,1,78.11,2,8/20/2025 0:00
SLN-OMA,MCI,B,1,24.42,1,8/29/2025 0:00
SLN-OMA,MCI,B,1,11.58,1,8/26/2025 0:00
SLN-JVL,MCI,B,1,11.51,1,8/20/2025 0:00
OMA-MOB,MCI,B,1,18.11,1,8/29/2025 0:00
OMA-DOT,MCI,B,1,8.95,1,8/20/2025 0:00
OMA-ALB,MCI,B,1,36.48,1,8/27/2025 0:00
OMA-AUS,MCI,B,1,83.39,1,8/28/2025 0:00
OMA-LRD,MCI,B,1,264.74,1,8/28/2025 0:00
OMA-LRD,MCI,B,1,103.45,1,8/29/2025 0:00
OMA-SAT,MCI,B,1,223.98,3,8/29/2025 0:00
OMA-SAT,MCI,B,1,528.91,8,8/25/2025 0:00
OMA-SAT,MCI,B,1,5.14,1,8/28/2025 0:00
OMA-SAT,MCI,B,1,613.53,5,8/21/2025 0:00
OMA-SAT,MCI,B,1,30.41,1,8/26/2025 0:00
OMA-SAT,MCI,B,1,53.14,1,8/20/2025 0:00
OMA-SAT,MCI,B,1,59.33,1,8/27/2025 0:00
OMA-SAT,MCI,B,1,153.04,1,8/22/2025 0:00
OMA-MEM,MCI,B,1,79.44,1,8/22/2025 0:00
OMA-MEM,MCI,B,1,773.68,3,8/28/2025 0:00
OMA-MEM,MCI,B,1,446.61,6,8/26/2025 0:00
OMA-MEM,MCI,B,1,618.76,4,8/27/2025 0:00
OMA-MEM,MCI,B,1,191.83,4,8/21/2025 0:00
OMA-OCA,MCI,B,1,20.93,1,8/20/2025 0:00
OMA-OCA,MCI,B,1,45.78,1,8/29/2025 0:00
OMA-DAL,MCI,B,1,756.65,4,8/20/2025 0:00
OMA-DAL,MCI,B,1,22.67,1,8/29/2025 0:00
OMA-DAL,MCI,B,1,48.83,2,8/25/2025 0:00
OMA-DAL,MCI,B,1,50.29,2,8/22/2025 0:00
OMA-DAL,MCI,B,1,4651.92,4,8/27/2025 0:00
OMA-DAL,MCI,B,1,67.32,2,8/21/2025 0:00
OMA-DAL,MCI,B,1,32.79,3,8/28/2025 0:00
OMA-DAL,MCI,B,1,64.65,1,8/26/2025 0:00
OMA-BAT,MCI,B,1,39.23,1,8/25/2025 0:00
OMA-BAT,MCI,B,1,8.75,1,8/28/2025 0:00
OMA-CLS,MCI,B,1,51.31,1,8/25/2025 0:00
OMA-SAV,MCI,B,1,240.59,1,8/22/2025 0:00
OMA-SAV,MCI,B,1,921.81,4,8/26/2025 0:00
OMA-SAV,MCI,B,1,364.76,1,8/25/2025 0:00
OMA-SAV,MCI,B,1,350.12,3,8/29/2025 0:00
OMA-SAV,MCI,B,1,421.01,2,8/21/2025 0:00
OMA-SAV,MCI,B,1,371.01,3,8/28/2025 0:00
OMA-WCO,MCI,B,1,133.96,1,8/21/2025 0:00
OMA-WCO,MCI,B,1,102.15,1,8/29/2025 0:00
OMA-ORG,MCI,B,1,25.08,1,8/21/2025 0:00
OMA-ORG,MCI,B,1,94.38,1,8/22/2025 0:00
OMA-FPR,MCI,B,1,28.47,1,8/27/2025 0:00
OMA-LRK,MCI,B,1,37.79,1,8/29/2025 0:00
OMA-LRK,MCI,B,1,3.89,1,8/28/2025 0:00
OMA-ABI,MCI,B,1,323.57,1,8/21/2025 0:00
OMA-LUB,MCI,B,1,20.2,1,8/28/2025 0:00
OMA-IND,MCI,B,1,152.37,2,8/29/2025 0:00
OMA-IND,MCI,B,1,78.98,1,8/22/2025 0:00
OMA-IND,MCI,B,1,66.86,1,8/27/2025 0:00
OMA-IND,MCI,B,1,593.36,6,8/26/2025 0:00
OMA-IND,MCI,B,1,80.72,1,8/25/2025 0:00
OMA-IND,MCI,B,1,223.78,2,8/20/2025 0:00
OMA-IND,MCI,B,1,1093.71,8,8/28/2025 0:00
OMA-IND,MCI,B,1,177.6,4,8/21/2025 0:00
OMA-STL,MCI,B,1,55.07,1,8/28/2025 0:00
OMA-STL,MCI,B,1,24.27,1,8/27/2025 0:00
OMA-STL,MCI,B,1,61.09,1,8/22/2025 0:00
OMA-STL,MCI,B,1,38.45,1,8/25/2025 0:00
OMA-QCY,MCI,B,1,39.16,1,8/20/2025 0:00
OMA-QCY,MCI,B,1,16.92,1,8/28/2025 0:00
OMA-HTS,MCI,B,1,36.54,1,8/28/2025 0:00
OMA-SGF,MCI,B,1,103.54,1,8/28/2025 0:00
OMA-SGF,MCI,B,1,32.68,2,8/21/2025 0:00
OMA-SGF,MCI,B,1,20.07,1,8/25/2025 0:00
OMA-HOW,MCI,B,1,6.38,1,8/22/2025 0:00
OMA-HOW,MCI,B,1,10.67,1,8/26/2025 0:00
OMA-HOW,MCI,B,1,21.96,1,8/21/2025 0:00
OMA-SLN,MCI,B,1,59.31,1,8/27/2025 0:00
OMA-SLN,MCI,B,1,165.26,1,8/28/2025 0:00
CHV-MDW,MCI,B,1,116.72,1,8/28/2025 0:00
CHV-MDW,MCI,B,1,27.46,2,8/27/2025 0:00
CHV-MDW,MCI,B,1,126.25,1,8/27/2025 0:00
CHV-MDW,MCI,B,1,275.77,2,8/26/2025 0:00
CHV-MDW,MCI,B,1,65.75,1,8/21/2025 0:00
CHV-MDW,MCI,B,1,104.51,1,8/20/2025 0:00
CHV-MDW,MCI,B,1,34.14,1,8/29/2025 0:00
CHV-IND,MCI,B,1,11.68,1,8/27/2025 0:00
CHV-STL,MCI,B,1,12.8,1,8/28/2025 0:00
CHV-STL,MCI,B,1,115.47,1,8/26/2025 0:00
CHV-STL,MCI,B,1,65.47,1,8/21/2025 0:00
CHV-EVV,MCI,B,1,17.98,1,8/29/2025 0:00
CHV-EVV,MCI,B,1,207.43,1,8/20/2025 0:00
CHV-EVV,MCI,B,1,34.86,1,8/28/2025 0:00
CHV-DAY,MCI,B,1,69.88,1,8/25/2025 0:00
CHV-QCY,MCI,B,1,41.43,1,8/26/2025 0:00
CHV-QCY,MCI,B,1,296.13,1,8/28/2025 0:00
CHV-QCY,MCI,B,1,431.81,2,8/25/2025 0:00
CHV-LDN,MCI,B,1,66.71,2,8/21/2025 0:00
CHV-MSP,MCI,B,1,195.88,1,8/26/2025 0:00
CHV-FAR,MCI,B,1,280.03,1,8/28/2025 0:00
CHV-FAR,MCI,B,1,481.29,2,8/26/2025 0:00
CHV-FAR,MCI,B,1,158.98,1,8/20/2025 0:00
CHV-DIK,MCI,B,1,48.77,1,8/21/2025 0:00
CHV-FSD,MCI,B,1,173.83,1,8/25/2025 0:00
CHV-FSD,MCI,B,1,83.54,1,8/28/2025 0:00
CHV-RKS,MCI,B,1,25.46,1,8/26/2025 0:00
CHV-CPR,MCI,B,1,81.44,2,8/25/2025 0:00
CHV-CPR,MCI,B,1,10.2,1,8/27/2025 0:00
CHV-CPR,MCI,B,1,71.66,1,8/28/2025 0:00
CHV-CYS,MCI,B,1,128.2,1,8/29/2025 0:00
CHV-OMA,MCI,B,1,57.47,1,8/21/2025 0:00
CHV-JVL,MCI,B,1,4.04,1,8/20/2025 0:00
CHV-BZN,MCI,B,1,16.7,1,8/25/2025 0:00
CHV-ERY,MCI,B,1,53.56,1,8/28/2025 0:00
CHV-BAL,MCI,B,1,19.21,1,8/27/2025 0:00
CHV-SNL,MCI,B,1,230.77,1,8/25/2025 0:00
CHV-WNT,MCI,B,1,2.68,1,8/28/2025 0:00
CHV-WNT,MCI,B,1,65.78,1,8/29/2025 0:00
CHV-GJT,MCI,B,1,39.72,1,8/22/2025 0:00
CHV-BOI,MCI,B,1,152.62,2,8/21/2025 0:00
CHV-BOI,MCI,B,1,18.05,1,8/26/2025 0:00
STL-FSD,MCI,B,1,64.12,1,8/21/2025 0:00
STL-FSD,MCI,B,1,346.21,1,8/22/2025 0:00
STL-OMA,MCI,B,1,144.51,3,8/28/2025 0:00
STL-OMA,MCI,B,1,10.19,1,8/29/2025 0:00
STL-OMA,MCI,B,1,101.79,1,8/25/2025 0:00
STL-BZN,MCI,B,1,8,1,8/27/2025 0:00
STL-SNL,MCI,B,1,21.08,1,8/25/2025 0:00
STL-SNL,MCI,B,1,197.09,1,8/21/2025 0:00
STL-WNT,MCI,B,1,13.85,1,8/22/2025 0:00
STL-BOI,MCI,B,1,160.95,1,8/28/2025 0:00
STL-BOI,MCI,B,1,25.23,1,8/26/2025 0:00
STL-BOI,MCI,B,1,272.88,1,8/20/2025 0:00
STL-BOI,MCI,B,1,134.76,1,8/21/2025 0:00
STL-SLN,MCI,B,1,118.99,1,8/26/2025 0:00
STL-YKM,MCI,B,1,45.78,1,8/21/2025 0:00
EVV-FSD,MCI,B,3,8.23,1,8/29/2025 0:00
EVV-FSD,MCI,B,3,151.72,1,8/20/2025 0:00
EVV-FSD,MCI,B,3,273.43,2,8/27/2025 0:00
EVV-FSD,MCI,B,3,337.22,3,8/25/2025 0:00
EVV-OMA,MCI,B,3,52.12,1,8/29/2025 0:00
FSD-CHV,MCI,B,1,16.92,1,8/20/2025 0:00
FSD-SLN,MCI,B,1,119.92,2,8/28/2025 0:00
FSD-SLN,MCI,B,1,8.95,1,8/29/2025 0:00
FSD-HOW,MCI,B,1,393.88,2,8/29/2025 0:00
FSD-LDN,MCI,B,1,1.88,1,8/29/2025 0:00
FSD-HOW,MCI,B,1,135.29,1,8/22/2025 0:00
FSD-HOW,MCI,B,1,11.74,1,8/20/2025 0:00
FSD-WTF,MCI,B,1,37.59,2,8/28/2025 0:00
FSD-EVV,MCI,B,1,23.54,1,8/25/2025 0:00
FSD-QCY,MCI,B,1,64.31,1,8/28/2025 0:00
FSD-QCY,MCI,B,1,6.4,1,8/27/2025 0:00
FSD-QCY,MCI,B,1,113.24,2,8/25/2025 0:00
FSD-STL,MCI,B,1,32.01,1,8/29/2025 0:00
FSD-STL,MCI,B,1,157.57,4,8/22/2025 0:00
FSD-STL,MCI,B,1,6,1,8/26/2025 0:00
FSD-STL,MCI,B,1,79.17,1,8/27/2025 0:00
FSD-LUB,MCI,B,1,48.65,1,8/22/2025 0:00
FSD-LUB,MCI,B,1,12.31,1,8/20/2025 0:00
FSD-STL,MCI,B,1,14.01,2,8/21/2025 0:00
FSD-LRK,MCI,B,1,5.05,1,8/29/2025 0:00
FSD-ORG,MCI,B,1,34.48,1,8/27/2025 0:00
FSD-ORG,MCI,B,1,70.29,1,8/21/2025 0:00
FSD-FPR,MCI,B,1,382.17,1,8/29/2025 0:00
FSD-MER,MCI,B,1,6.35,1,8/29/2025 0:00
FSD-MER,MCI,B,1,6.86,1,8/25/2025 0:00
FSD-MER,MCI,B,1,18.67,1,8/27/2025 0:00
FSD-MER,MCI,B,1,14.47,1,8/20/2025 0:00
FSD-TUP,MCI,B,1,60.05,1,8/28/2025 0:00
FSD-GDA,MCI,B,1,52.05,1,8/20/2025 0:00
FSD-WCO,MCI,B,1,1.18,1,8/26/2025 0:00
FSD-WCO,MCI,B,1,39.67,1,8/25/2025 0:00
FSD-SAV,MCI,B,1,1.06,1,8/22/2025 0:00
FSD-DAL,MCI,B,1,579.19,8,8/20/2025 0:00
FSD-HIC,MCI,B,1,96.03,1,8/20/2025 0:00
FSD-CHT,MCI,B,1,4.78,1,8/25/2025 0:00
FSD-MEM,MCI,B,1,132.03,2,8/22/2025 0:00
FSD-MEM,MCI,B,1,62.53,1,8/27/2025 0:00
FSD-OCA,MCI,B,1,445.85,2,8/27/2025 0:00
FSD-OCA,MCI,B,1,143.97,2,8/22/2025 0:00
FSD-OCA,MCI,B,1,11.95,1,8/25/2025 0:00
FSD-HIC,MCI,B,1,47.78,1,8/22/2025 0:00
FSD-GRE,MCI,B,1,22.44,1,8/25/2025 0:00
FSD-GRE,MCI,B,1,41.99,1,8/20/2025 0:00
FSD-MEM,MCI,B,1,20.79,1,8/29/2025 0:00
FSD-SAT,MCI,B,1,44.35,1,8/28/2025 0:00
FSD-WLC,MCI,B,1,120.3,1,8/25/2025 0:00
FSD-RDU,MCI,B,1,1.06,1,8/22/2025 0:00
FSD-RDU,MCI,B,1,93.21,1,8/21/2025 0:00
FSD-AUS,MCI,B,1,5.71,1,8/27/2025 0:00
FSD-AUS,MCI,B,1,107.3,1,8/28/2025 0:00
FSD-LRD,MCI,B,1,7.51,1,8/21/2025 0:00
FSD-SAT,MCI,B,1,129.39,3,8/27/2025 0:00
FSD-GRB,MCI,B,1,55.39,1,8/26/2025 0:00
FSD-GRB,MCI,B,1,54.68,1,8/21/2025 0:00
FSD-RDU,MCI,B,1,77.13,2,8/20/2025 0:00
FSD-RDU,MCI,B,1,51.56,1,8/25/2025 0:00
FSD-RDU,MCI,B,1,217.86,1,8/28/2025 0:00
FSD-RDU,MCI,B,1,40.76,1,8/26/2025 0:00
FSD-GRB,MCI,B,1,5.95,1,8/29/2025 0:00
FSD-GRB,MCI,B,1,29.12,1,8/20/2025 0:00
FSD-GRB,MCI,B,1,512,1,8/27/2025 0:00
FSD-DOT,MCI,B,1,23.09,1,8/20/2025 0:00
FSD-ALB,MCI,B,1,20.6,2,8/22/2025 0:00
FSD-TAL,MCI,B,1,15.96,1,8/28/2025 0:00
MSP-SLN,MCI,B,1,165.37,2,8/26/2025 0:00
MSP-HOW,MCI,B,1,43.43,2,8/20/2025 0:00
MSP-HOW,MCI,B,1,131.75,1,8/27/2025 0:00
MSP-HOW,MCI,B,1,31,2,8/26/2025 0:00
MSP-SGF,MCI,B,1,18.72,1,8/27/2025 0:00
MSP-SGF,MCI,B,1,176.43,2,8/20/2025 0:00
MSP-HOW,MCI,B,1,20.93,1,8/21/2025 0:00
MSP-HOW,MCI,B,1,47.21,1,8/22/2025 0:00
MSP-HOW,MCI,B,1,49.22,3,8/29/2025 0:00
MSP-HOW,MCI,B,1,88.8,3,8/28/2025 0:00
MSP-WTF,MCI,B,1,27.66,1,8/28/2025 0:00
MSP-QCY,MCI,B,1,136.78,1,8/20/2025 0:00
MSP-QCY,MCI,B,1,188.85,1,8/27/2025 0:00
MSP-SGF,MCI,B,1,28.03,1,8/21/2025 0:00
MSP-SGF,MCI,B,1,13.48,1,8/22/2025 0:00
MSP-SGF,MCI,B,1,33.35,1,8/26/2025 0:00
MSP-TXK,MCI,B,1,29.79,1,8/28/2025 0:00
MSP-LUB,MCI,B,1,58.51,1,8/29/2025 0:00
MSP-LUB,MCI,B,1,16.68,1,8/22/2025 0:00
MSP-LUB,MCI,B,1,502.84,2,8/20/2025 0:00
MSP-LUB,MCI,B,1,339.08,1,8/27/2025 0:00
MSP-WCO,MCI,B,1,10.44,1,8/22/2025 0:00
MSP-ORG,MCI,B,1,21.93,1,8/27/2025 0:00
MSP-WCO,MCI,B,1,82.59,3,8/20/2025 0:00
MSP-WCO,MCI,B,1,47.84,1,8/27/2025 0:00
MSP-WCO,MCI,B,1,22.86,2,8/25/2025 0:00
MSP-DAL,MCI,B,1,153.59,4,8/26/2025 0:00
MSP-DAL,MCI,B,1,463.33,5,8/22/2025 0:00
MSP-DAL,MCI,B,1,540.73,4,8/21/2025 0:00
MSP-DAL,MCI,B,1,342.41,3,8/25/2025 0:00
MSP-DAL,MCI,B,1,454.28,5,8/27/2025 0:00
MSP-DAL,MCI,B,1,403.68,7,8/29/2025 0:00
MSP-DAL,MCI,B,1,258.11,4,8/20/2025 0:00
MSP-DAL,MCI,B,1,47.48,2,8/20/2025 0:00
MSP-DAL,MCI,B,1,593.93,7,8/28/2025 0:00
MSP-WLC,MCI,B,1,41.55,1,8/29/2025 0:00
MSP-WLC,MCI,B,1,20.46,1,8/26/2025 0:00
MSP-WLC,MCI,B,1,15.2,1,8/28/2025 0:00
MSP-SAT,MCI,B,1,77.47,3,8/26/2025 0:00
MSP-SAT,MCI,B,1,37.86,2,8/20/2025 0:00
MSP-SAT,MCI,B,1,191.68,1,8/21/2025 0:00
MSP-SAT,MCI,B,1,459.51,6,8/29/2025 0:00
MSP-SAT,MCI,B,1,62.43,3,8/28/2025 0:00
MSP-WLC,MCI,B,1,512,1,8/27/2025 0:00
MSP-LRD,MCI,B,1,30.04,1,8/27/2025 0:00
MSP-LRD,MCI,B,1,23.13,1,8/22/2025 0:00
MSP-AUS,MCI,B,2,9.23,1,8/22/2025 0:00
MSP-AUS,MCI,B,2,57.14,1,8/26/2025 0:00
MSP-AUS,MCI,B,2,119.41,1,8/29/2025 0:00
MSP-AUS,MCI,B,2,14.61,2,8/27/2025 0:00
MSP-AUS,MCI,B,2,9.49,1,8/28/2025 0:00
MSP-LRD,MCI,B,2,7.74,1,8/26/2025 0:00
MSP-SLN,MCI,B,2,165.37,2,8/26/2025 0:00
MSP-HOW,MCI,B,2,88.8,3,8/28/2025 0:00
MSP-HOW,MCI,B,2,43.43,2,8/20/2025 0:00
MSP-HOW,MCI,B,2,131.75,1,8/27/2025 0:00
MSP-HOW,MCI,B,2,31,2,8/26/2025 0:00
MSP-SGF,MCI,B,2,33.35,1,8/26/2025 0:00
MSP-SGF,MCI,B,2,18.72,1,8/27/2025 0:00
MSP-SGF,MCI,B,2,176.43,2,8/20/2025 0:00
MSP-HOW,MCI,B,2,20.93,1,8/21/2025 0:00
MSP-HOW,MCI,B,2,47.21,1,8/22/2025 0:00
MSP-HOW,MCI,B,2,49.22,3,8/29/2025 0:00
MSP-TXK,MCI,B,2,29.79,1,8/28/2025 0:00
MSP-WTF,MCI,B,2,27.66,1,8/28/2025 0:00
MSP-QCY,MCI,B,2,136.78,1,8/20/2025 0:00
MSP-QCY,MCI,B,2,188.85,1,8/27/2025 0:00
MSP-SGF,MCI,B,2,28.03,1,8/21/2025 0:00
MSP-SGF,MCI,B,2,13.48,1,8/22/2025 0:00
MSP-LUB,MCI,B,2,339.08,1,8/27/2025 0:00
MSP-LUB,MCI,B,2,58.51,1,8/29/2025 0:00
MSP-LUB,MCI,B,2,16.68,1,8/22/2025 0:00
MSP-LUB,MCI,B,2,502.84,2,8/20/2025 0:00
MSP-WCO,MCI,B,2,22.86,2,8/25/2025 0:00
MSP-WCO,MCI,B,2,10.44,1,8/22/2025 0:00
MSP-ORG,MCI,B,2,21.93,1,8/27/2025 0:00
MSP-WCO,MCI,B,2,82.59,3,8/20/2025 0:00
MSP-WCO,MCI,B,2,47.84,1,8/27/2025 0:00
MSP-DAL,MCI,B,2,258.11,4,8/20/2025 0:00
MSP-DAL,MCI,B,2,153.59,4,8/26/2025 0:00
MSP-DAL,MCI,B,2,593.93,7,8/28/2025 0:00
MSP-DAL,MCI,B,2,463.33,5,8/22/2025 0:00
MSP-DAL,MCI,B,2,540.73,4,8/21/2025 0:00
MSP-DAL,MCI,B,2,342.41,3,8/25/2025 0:00
MSP-DAL,MCI,B,2,454.28,5,8/27/2025 0:00
MSP-DAL,MCI,B,2,403.68,7,8/29/2025 0:00
MSP-DAL,MCI,B,2,47.48,2,8/20/2025 0:00
MSP-WLC,MCI,B,2,512,1,8/27/2025 0:00
MSP-WLC,MCI,B,2,41.55,1,8/29/2025 0:00
MSP-WLC,MCI,B,2,20.46,1,8/26/2025 0:00
MSP-WLC,MCI,B,2,15.2,1,8/28/2025 0:00
MSP-SAT,MCI,B,2,188.53,1,8/22/2025 0:00
MSP-SAT,MCI,B,2,77.47,3,8/26/2025 0:00
MSP-SAT,MCI,B,2,37.86,2,8/20/2025 0:00
MSP-SAT,MCI,B,2,191.68,1,8/21/2025 0:00
MSP-SAT,MCI,B,2,459.51,6,8/29/2025 0:00
MSP-SAT,MCI,B,2,62.43,3,8/28/2025 0:00
MSP-LRD,MCI,B,2,66.95,1,8/20/2025 0:00
MSP-LRD,MCI,B,2,30.04,1,8/27/2025 0:00
MSP-LRD,MCI,B,2,23.13,1,8/22/2025 0:00
MSP-LRD,MCI,B,2,36.97,2,8/28/2025 0:00
MSP-LRD,MCI,B,2,13.34,1,8/21/2025 0:00
MSP-SAT,MCI,B,2,9.81,1,8/27/2025 0:00
HTS-OMA,MCI,B,3,41.15,1,8/20/2025 0:00
IND-YKM,MCI,B,2,17.65,1,8/20/2025 0:00
IND-YKM,MCI,B,2,37.6,1,8/29/2025 0:00
IND-YKM,MCI,B,2,16.01,1,8/22/2025 0:00
IND-BOI,MCI,B,2,94.71,1,8/28/2025 0:00
IND-BOI,MCI,B,2,87.43,3,8/25/2025 0:00
IND-GJT,MCI,B,2,19.53,2,8/21/2025 0:00
IND-GJT,MCI,B,2,11.2,1,8/22/2025 0:00
IND-GJT,MCI,B,2,14.14,1,8/28/2025 0:00
IND-WNT,MCI,B,2,12.5,1,8/20/2025 0:00
IND-WNT,MCI,B,2,10.67,1,8/27/2025 0:00
IND-DOW,MCI,B,2,11.2,1,8/20/2025 0:00
IND-DOW,MCI,B,2,15.08,1,8/22/2025 0:00
IND-DOW,MCI,B,2,35.31,3,8/21/2025 0:00
IND-DOW,MCI,B,2,20.17,1,8/29/2025 0:00
IND-DOW,MCI,B,2,10.83,1,8/26/2025 0:00
IND-DOW,MCI,B,2,16.52,1,8/27/2025 0:00
IND-SNL,MCI,B,2,174.65,3,8/29/2025 0:00
IND-SNL,MCI,B,2,19.54,1,8/27/2025 0:00
IND-SNL,MCI,B,2,11.2,1,8/20/2025 0:00
IND-SNL,MCI,B,2,46.66,1,8/26/2025 0:00
IND-SNL,MCI,B,2,9.34,1,8/22/2025 0:00
IND-SNL,MCI,B,2,6.35,1,8/28/2025 0:00
IND-ONT,MCI,B,2,292.72,2,8/28/2025 0:00
IND-ONT,MCI,B,2,752.33,2,8/26/2025 0:00
IND-ONT,MCI,B,2,14.26,1,8/20/2025 0:00
IND-ONT,MCI,B,2,356.17,2,8/22/2025 0:00
IND-ONT,MCI,B,2,334.9,2,8/29/2025 0:00
IND-ONT,MCI,B,2,94.84,1,8/25/2025 0:00
IND-ONT,MCI,B,2,20.83,1,8/27/2025 0:00
IND-LOS,MCI,B,2,24.02,1,8/26/2025 0:00
IND-LOS,MCI,B,2,28.49,2,8/25/2025 0:00
IND-LOS,MCI,B,2,8.86,1,8/20/2025 0:00
IND-LOS,MCI,B,2,24.46,1,8/22/2025 0:00
IND-LOS,MCI,B,2,33.49,2,8/21/2025 0:00
IND-OMA,MCI,B,2,15.68,1,8/28/2025 0:00
IND-OMA,MCI,B,2,60.38,3,8/27/2025 0:00
IND-OMA,MCI,B,2,53.72,2,8/25/2025 0:00
IND-BZN,MCI,B,2,18.89,1,8/22/2025 0:00
IND-CHV,MCI,B,2,23.21,1,8/29/2025 0:00
IND-CYS,MCI,B,2,40.21,1,8/26/2025 0:00
IND-CYS,MCI,B,2,20.96,1,8/29/2025 0:00
IND-CYS,MCI,B,2,28.25,1,8/25/2025 0:00
IND-CPR,MCI,B,2,37.21,1,8/26/2025 0:00
IND-CYS,MCI,B,2,42.81,1,8/28/2025 0:00
MON-BZN,MCI,B,3,12.77,1,8/26/2025 0:00
MON-BZN,MCI,B,3,8.67,1,8/22/2025 0:00
MON-BZN,MCI,B,4,12.77,1,8/26/2025 0:00
MON-BZN,MCI,B,4,8.67,1,8/22/2025 0:00
BIR-LGD,MCI,B,2,11.79,1,8/25/2025 0:00
BIR-LGD,MCI,B,2,46.53,1,8/20/2025 0:00
BIR-BOI,MCI,B,2,31,1,8/27/2025 0:00
BIR-YKM,MCI,B,2,76.22,1,8/20/2025 0:00
BIR-BOI,MCI,B,3,31,1,8/27/2025 0:00
BIR-YKM,MCI,B,3,76.22,1,8/20/2025 0:00
BIR-YKM,MCI,B,3,41.84,2,8/27/2025 0:00
BIR-FSD,MCI,B,2,25.54,1,8/28/2025 0:00
BIR-FSD,MCI,B,2,5.17,1,8/26/2025 0:00
BIR-YKM,MCI,B,2,41.84,2,8/27/2025 0:00
BIR-FSD,MCI,B,3,5.17,1,8/26/2025 0:00
BIR-LGD,MCI,B,3,11.79,1,8/25/2025 0:00
BIR-LGD,MCI,B,3,46.53,1,8/20/2025 0:00
BIR-FSD,MCI,B,3,25.54,1,8/28/2025 0:00
WAA-FSD,MCI,B,3,201.76,1,8/22/2025 0:00
WAA-FSD,MCI,B,3,173.61,1,8/27/2025 0:00
WAA-YKM,MCI,B,3,77.7,1,8/25/2025 0:00
WAA-BOI,MCI,B,3,156.89,1,8/29/2025 0:00
WAA-BOI,MCI,B,3,42.05,1,8/22/2025 0:00
WAA-YKM,MCI,B,3,11.43,1,8/22/2025 0:00
WAA-FSD,MCI,B,3,57.1,1,8/25/2025 0:00
WAA-BZN,MCI,B,3,25.5,1,8/20/2025 0:00
WAA-FSD,MCI,B,3,19.24,1,8/20/2025 0:00
WAA-BOI,MCI,B,4,156.89,1,8/29/2025 0:00
WAA-BOI,MCI,B,4,42.05,1,8/22/2025 0:00
WAA-YKM,MCI,B,4,11.43,1,8/22/2025 0:00
WAA-FSD,MCI,B,4,57.1,1,8/25/2025 0:00
WAA-BZN,MCI,B,4,25.5,1,8/20/2025 0:00
WAA-FSD,MCI,B,4,19.24,1,8/20/2025 0:00
WAA-FSD,MCI,B,4,201.76,1,8/22/2025 0:00
WAA-FSD,MCI,B,4,173.61,1,8/27/2025 0:00
WAA-YKM,MCI,B,4,77.7,1,8/25/2025 0:00
MAD-YKM,MCI,B,2,18.77,1,8/28/2025 0:00
MAD-FSD,MCI,B,3,28.09,1,8/22/2025 0:00
MAD-YKM,MCI,B,3,18.77,1,8/28/2025 0:00
MAD-BOI,MCI,B,3,360.82,1,8/21/2025 0:00
MAD-FSD,MCI,B,2,28.09,1,8/22/2025 0:00
MAD-BZN,MCI,B,2,6.78,1,8/28/2025 0:00
MAD-BOI,MCI,B,2,360.82,1,8/21/2025 0:00
MAD-BZN,MCI,B,3,6.78,1,8/28/2025 0:00
ELP-FAR,MCI,B,4,5.34,1,8/22/2025 0:00
ELP-FAR,MCI,B,3,11.26,3,8/25/2025 0:00
ELP-FAR,MCI,B,3,5.34,1,8/22/2025 0:00
ELP-FSD,MCI,B,3,5.23,1,8/27/2025 0:00
ELP-FSD,MCI,B,4,5.23,1,8/27/2025 0:00
ELP-FAR,MCI,B,4,11.26,3,8/25/2025 0:00
TYR-QCY,MCI,B,3,3.53,1,8/20/2025 0:00
TYR-OMA,MCI,B,2,73.73,1,8/28/2025 0:00
TYR-FSD,MCI,B,2,26.19,1,8/20/2025 0:00
TYR-QCY,MCI,B,2,3.53,1,8/20/2025 0:00
TYR-FAR,MCI,B,2,114.52,1,8/26/2025 0:00
TYR-FSD,MCI,B,2,61.72,1,8/28/2025 0:00
TYR-FSD,MCI,B,3,26.19,1,8/20/2025 0:00
TYR-FAR,MCI,B,3,114.52,1,8/26/2025 0:00
TYR-FSD,MCI,B,3,61.72,1,8/28/2025 0:00
TYR-OMA,MCI,B,3,73.73,1,8/28/2025 0:00
HOU-QCY,MCI,B,2,225.19,1,8/26/2025 0:00
HOU-QCY,MCI,B,2,44.84,1,8/21/2025 0:00
HOU-FAR,MCI,B,2,116.03,2,8/29/2025 0:00
HOU-FAR,MCI,B,2,168.5,2,8/28/2025 0:00
HOU-OMA,MCI,B,2,90.4,1,8/21/2025 0:00
HOU-FSD,MCI,B,2,10.66,1,8/21/2025 0:00
HOU-FSD,MCI,B,2,83.71,1,8/27/2025 0:00
HOU-OMA,MCI,B,2,18.41,1,8/27/2025 0:00
HOU-OMA,MCI,B,2,34.16,1,8/28/2025 0:00
HOU-OMA,MCI,B,2,32.09,1,8/26/2025 0:00
HOU-DIK,MCI,B,2,25.72,2,8/28/2025 0:00
HOU-FSD,MCI,B,2,41.91,1,8/22/2025 0:00
HOU-FSD,MCI,B,2,4.67,1,8/29/2025 0:00
HOU-OMA,MCI,B,2,18.86,1,8/20/2025 0:00
HOU-FSD,MCI,B,2,287.66,1,8/25/2025 0:00
HOU-FSD,MCI,B,2,59.87,1,8/26/2025 0:00
HOU-DIK,MCI,B,2,16.38,1,8/27/2025 0:00
